sponsored,file
0.415647,"1003829_raw_html.txt"
0.533827,"1003877_raw_html.txt"
0.414226,"1003967_raw_html.txt"
0.414226,"1004021_raw_html.txt"
0.414226,"1004057_raw_html.txt"
0.502835,"100409_raw_html.txt"
0.499281,"1004207_raw_html.txt"
0.415427,"1004213_raw_html.txt"
0.754736,"100421_raw_html.txt"
0.419247,"1004267_raw_html.txt"
0.414226,"1004327_raw_html.txt"
0.539577,"1004387_raw_html.txt"
0.747137,"1004429_raw_html.txt"
0.414226,"1004441_raw_html.txt"
0.414226,"1004513_raw_html.txt"
0.703036,"1004591_raw_html.txt"
0.414226,"1004615_raw_html.txt"
0.414226,"1004627_raw_html.txt"
0.414226,"100469_raw_html.txt"
0.510675,"100475_raw_html.txt"
0.422639,"1004819_raw_html.txt"
0.760345,"1004825_raw_html.txt"
0.414226,"100493_raw_html.txt"
0.563251,"1005029_raw_html.txt"
0.414226,"1005107_raw_html.txt"
0.415427,"1005131_raw_html.txt"
0.5052,"1005191_raw_html.txt"
0.414226,"1005233_raw_html.txt"
0.414226,"1005377_raw_html.txt"
0.414226,"1005437_raw_html.txt"
0.414226,"1005545_raw_html.txt"
0.455242,"1005563_raw_html.txt"
0.414226,"1005599_raw_html.txt"
0.375409,"1005665_raw_html.txt"
0.414226,"100577_raw_html.txt"
0.414226,"1005851_raw_html.txt"
0.718562,"1005959_raw_html.txt"
0.447173,"1005995_raw_html.txt"
0.414226,"100607_raw_html.txt"
0.566848,"1006169_raw_html.txt"
0.414226,"1006223_raw_html.txt"
0.414226,"1006265_raw_html.txt"
0.414226,"100631_raw_html.txt"
0.416849,"1006337_raw_html.txt"
0.439361,"1006391_raw_html.txt"
0.728559,"1006505_raw_html.txt"
0.414226,"1006529_raw_html.txt"
0.414226,"1006649_raw_html.txt"
0.437029,"1006799_raw_html.txt"
0.414226,"100679_raw_html.txt"
0.41137,"1006889_raw_html.txt"
0.418883,"1006979_raw_html.txt"
0.414226,"1007129_raw_html.txt"
0.414226,"1007225_raw_html.txt"
0.556038,"1007255_raw_html.txt"
0.413241,"1007297_raw_html.txt"
0.367592,"1007399_raw_html.txt"
0.515729,"1007405_raw_html.txt"
0.422274,"1007411_raw_html.txt"
0.503963,"1007543_raw_html.txt"
0.498243,"1007633_raw_html.txt"
0.415427,"1007699_raw_html.txt"
0.478688,"1007711_raw_html.txt"
0.417679,"1007753_raw_html.txt"
0.414226,"1007777_raw_html.txt"
0.415427,"1007819_raw_html.txt"
0.414226,"1007873_raw_html.txt"
0.417846,"1007981_raw_html.txt"
0.492635,"1008023_raw_html.txt"
0.414226,"100805_raw_html.txt"
0.474238,"1008065_raw_html.txt"
0.741434,"1008083_raw_html.txt"
0.415427,"1008119_raw_html.txt"
0.414226,"1008155_raw_html.txt"
0.367592,"1008209_raw_html.txt"
0.441728,"1008257_raw_html.txt"
0.415647,"1008263_raw_html.txt"
0.414226,"1008299_raw_html.txt"
0.414226,"1008311_raw_html.txt"
0.414079,"1008389_raw_html.txt"
0.749885,"1008551_raw_html.txt"
0.417656,"1008563_raw_html.txt"
0.414226,"1008641_raw_html.txt"
0.532055,"1008701_raw_html.txt"
0.511669,"1008911_raw_html.txt"
0.414226,"1008947_raw_html.txt"
0.414226,"100895_raw_html.txt"
0.415754,"1008965_raw_html.txt"
0.443682,"1009115_raw_html.txt"
0.495755,"1009313_raw_html.txt"
0.414226,"1009391_raw_html.txt"
0.414226,"1009445_raw_html.txt"
0.414226,"1009469_raw_html.txt"
0.414226,"1009505_raw_html.txt"
0.414226,"1009535_raw_html.txt"
0.415647,"1009559_raw_html.txt"
0.353874,"1009565_raw_html.txt"
0.415499,"1009577_raw_html.txt"
0.490003,"100961_raw_html.txt"
0.465124,"1009649_raw_html.txt"
0.439853,"1009667_raw_html.txt"
0.81356,"1009709_raw_html.txt"
0.453961,"1009745_raw_html.txt"
0.41579,"1009781_raw_html.txt"
0.473115,"1009883_raw_html.txt"
0.473542,"1009907_raw_html.txt"
0.495364,"1009937_raw_html.txt"
0.414226,"1009949_raw_html.txt"
0.416084,"100997_raw_html.txt"
0.414226,"1010009_raw_html.txt"
0.414226,"1010021_raw_html.txt"
0.624527,"1010039_raw_html.txt"
0.414226,"1010099_raw_html.txt"
0.414226,"1010135_raw_html.txt"
0.414226,"1010153_raw_html.txt"
0.44187,"1010189_raw_html.txt"
0.416849,"1010201_raw_html.txt"
0.650659,"1010255_raw_html.txt"
0.416993,"1010321_raw_html.txt"
0.590754,"1010381_raw_html.txt"
0.756063,"1010429_raw_html.txt"
0.414226,"1010471_raw_html.txt"
0.414226,"1010525_raw_html.txt"
0.416084,"101057_raw_html.txt"
0.414226,"1010777_raw_html.txt"
0.367592,"1010831_raw_html.txt"
0.460764,"1010897_raw_html.txt"
0.414226,"1010939_raw_html.txt"
0.414226,"1011095_raw_html.txt"
0.414226,"1011179_raw_html.txt"
0.414226,"1011197_raw_html.txt"
0.414226,"1011203_raw_html.txt"
0.505621,"1011215_raw_html.txt"
0.414226,"1011335_raw_html.txt"
0.723563,"1011371_raw_html.txt"
0.414226,"1011377_raw_html.txt"
0.414226,"1011473_raw_html.txt"
0.414226,"1011521_raw_html.txt"
0.740559,"1011581_raw_html.txt"
0.416084,"1011689_raw_html.txt"
0.414226,"1011791_raw_html.txt"
0.414226,"1011821_raw_html.txt"
0.439555,"1011875_raw_html.txt"
0.414226,"1011911_raw_html.txt"
0.414226,"1011947_raw_html.txt"
0.414226,"1012037_raw_html.txt"
0.414226,"1012079_raw_html.txt"
0.414226,"1012229_raw_html.txt"
0.414226,"101231_raw_html.txt"
0.749233,"1012355_raw_html.txt"
0.503963,"101243_raw_html.txt"
0.416084,"1012451_raw_html.txt"
0.414226,"1012487_raw_html.txt"
0.414226,"101249_raw_html.txt"
0.415647,"1012547_raw_html.txt"
0.414226,"1012589_raw_html.txt"
0.414226,"1012661_raw_html.txt"
0.414226,"1012721_raw_html.txt"
0.644656,"1012739_raw_html.txt"
0.415427,"1012799_raw_html.txt"
0.414226,"1012811_raw_html.txt"
0.71059,"1012871_raw_html.txt"
0.414226,"101297_raw_html.txt"
0.414226,"1012997_raw_html.txt"
0.416993,"1013087_raw_html.txt"
0.744085,"1013141_raw_html.txt"
0.470091,"1013147_raw_html.txt"
0.596583,"1013171_raw_html.txt"
0.475958,"1013291_raw_html.txt"
0.41137,"1013303_raw_html.txt"
0.414226,"1013321_raw_html.txt"
0.416849,"101333_raw_html.txt"
0.415647,"1013387_raw_html.txt"
0.587523,"10133_raw_html.txt"
0.777707,"1013441_raw_html.txt"
0.414226,"1013489_raw_html.txt"
0.415427,"1013603_raw_html.txt"
0.414226,"1013639_raw_html.txt"
0.531534,"1013669_raw_html.txt"
0.414226,"1013699_raw_html.txt"
0.446104,"1013717_raw_html.txt"
0.415427,"1013933_raw_html.txt"
0.414226,"101393_raw_html.txt"
0.502261,"1014143_raw_html.txt"
0.439361,"1014257_raw_html.txt"
0.367592,"1014293_raw_html.txt"
0.414226,"1014311_raw_html.txt"
0.503963,"1014347_raw_html.txt"
0.415427,"1014371_raw_html.txt"
0.484946,"1014599_raw_html.txt"
0.414226,"10145_raw_html.txt"
0.440319,"1014605_raw_html.txt"
0.503963,"1014647_raw_html.txt"
0.415427,"1014659_raw_html.txt"
0.414226,"1014815_raw_html.txt"
0.48535,"1014887_raw_html.txt"
0.414226,"1015037_raw_html.txt"
0.704546,"101507_raw_html.txt"
0.414226,"1015163_raw_html.txt"
0.423291,"1015247_raw_html.txt"
0.520633,"1015289_raw_html.txt"
0.415647,"1015319_raw_html.txt"
0.707664,"101531_raw_html.txt"
0.414226,"1015331_raw_html.txt"
0.439059,"1015385_raw_html.txt"
0.324984,"1015415_raw_html.txt"
0.414226,"1015445_raw_html.txt"
0.414226,"1015553_raw_html.txt"
0.414226,"1015577_raw_html.txt"
0.414226,"1015619_raw_html.txt"
0.414226,"101561_raw_html.txt"
0.744235,"1015655_raw_html.txt"
0.499298,"1015685_raw_html.txt"
0.78005,"1015697_raw_html.txt"
0.414226,"1015739_raw_html.txt"
0.414226,"1015853_raw_html.txt"
0.414226,"1015901_raw_html.txt"
0.414226,"1015985_raw_html.txt"
0.79575,"1016003_raw_html.txt"
0.60982,"1016039_raw_html.txt"
0.415427,"1016141_raw_html.txt"
0.381707,"1016165_raw_html.txt"
0.414226,"1016213_raw_html.txt"
0.414226,"1016231_raw_html.txt"
0.414226,"1016273_raw_html.txt"
0.450207,"1016279_raw_html.txt"
0.414226,"1016465_raw_html.txt"
0.474646,"1016489_raw_html.txt"
0.414226,"1016537_raw_html.txt"
0.414226,"1016561_raw_html.txt"
0.498266,"1016579_raw_html.txt"
0.444228,"1016651_raw_html.txt"
0.437224,"1016669_raw_html.txt"
0.414226,"1016771_raw_html.txt"
0.414226,"1016861_raw_html.txt"
0.414226,"1016951_raw_html.txt"
0.421879,"1016957_raw_html.txt"
0.414226,"1016975_raw_html.txt"
0.414226,"101711_raw_html.txt"
0.414226,"1017149_raw_html.txt"
0.451851,"101723_raw_html.txt"
0.414226,"1017299_raw_html.txt"
0.414226,"1017335_raw_html.txt"
0.575139,"1017359_raw_html.txt"
0.414226,"1017365_raw_html.txt"
0.41579,"1017371_raw_html.txt"
0.414226,"1017491_raw_html.txt"
0.417213,"1017557_raw_html.txt"
0.414226,"1017587_raw_html.txt"
0.781637,"1017629_raw_html.txt"
0.414226,"1017641_raw_html.txt"
0.414226,"1017779_raw_html.txt"
0.504163,"1017839_raw_html.txt"
0.414226,"1017845_raw_html.txt"
0.440319,"1017983_raw_html.txt"
0.414226,"1018055_raw_html.txt"
0.487102,"1018085_raw_html.txt"
0.414226,"1018115_raw_html.txt"
0.414226,"1018145_raw_html.txt"
0.414226,"1018223_raw_html.txt"
0.414226,"1018235_raw_html.txt"
0.414226,"1018259_raw_html.txt"
0.464225,"1018319_raw_html.txt"
0.414226,"101831_raw_html.txt"
0.414226,"1018547_raw_html.txt"
0.414226,"101855_raw_html.txt"
0.414226,"1018571_raw_html.txt"
0.415647,"1018589_raw_html.txt"
0.414226,"1018613_raw_html.txt"
0.414226,"1018715_raw_html.txt"
0.474231,"1018787_raw_html.txt"
0.414226,"1018889_raw_html.txt"
0.414226,"1018901_raw_html.txt"
0.416993,"1018907_raw_html.txt"
0.473703,"1018913_raw_html.txt"
0.499281,"1018931_raw_html.txt"
0.440803,"1018943_raw_html.txt"
0.414226,"1018973_raw_html.txt"
0.414226,"1018979_raw_html.txt"
0.417152,"1019009_raw_html.txt"
0.414226,"1019051_raw_html.txt"
0.520313,"1019063_raw_html.txt"
0.608009,"101909_raw_html.txt"
0.420548,"1019237_raw_html.txt"
0.414226,"1019351_raw_html.txt"
0.477627,"1019405_raw_html.txt"
0.415427,"1019483_raw_html.txt"
0.428295,"101951_raw_html.txt"
0.414226,"1019555_raw_html.txt"
0.414226,"1019597_raw_html.txt"
0.414226,"1019669_raw_html.txt"
0.438958,"1019753_raw_html.txt"
0.459392,"1019765_raw_html.txt"
0.414226,"1019813_raw_html.txt"
0.41881,"1019867_raw_html.txt"
0.486347,"1019939_raw_html.txt"
0.700734,"1019945_raw_html.txt"
0.481695,"1019951_raw_html.txt"
0.414226,"1019969_raw_html.txt"
0.439555,"1019987_raw_html.txt"
0.414226,"1019993_raw_html.txt"
0.414226,"1020053_raw_html.txt"
0.414226,"102011_raw_html.txt"
0.414226,"1020263_raw_html.txt"
0.428993,"1020491_raw_html.txt"
0.414226,"1020509_raw_html.txt"
0.463244,"1020539_raw_html.txt"
0.477508,"1020593_raw_html.txt"
0.414226,"1020599_raw_html.txt"
0.414226,"102059_raw_html.txt"
0.412833,"1020845_raw_html.txt"
0.414226,"1020875_raw_html.txt"
0.414226,"1020881_raw_html.txt"
0.656671,"1020965_raw_html.txt"
0.415427,"1021127_raw_html.txt"
0.607411,"102113_raw_html.txt"
0.49787,"1021145_raw_html.txt"
0.414226,"1021295_raw_html.txt"
0.414226,"1021427_raw_html.txt"
0.414226,"1021703_raw_html.txt"
0.746144,"1021715_raw_html.txt"
0.536679,"1021883_raw_html.txt"
0.499281,"1021937_raw_html.txt"
0.499281,"1021961_raw_html.txt"
0.508527,"1022027_raw_html.txt"
0.414226,"102203_raw_html.txt"
0.495383,"102209_raw_html.txt"
0.414226,"1022105_raw_html.txt"
0.568936,"102215_raw_html.txt"
0.41579,"1022189_raw_html.txt"
0.50631,"1022207_raw_html.txt"
0.43675,"1022225_raw_html.txt"
0.699157,"1022261_raw_html.txt"
0.482926,"1022267_raw_html.txt"
0.755026,"1022297_raw_html.txt"
0.471078,"1022375_raw_html.txt"
0.414226,"1022381_raw_html.txt"
0.414226,"102263_raw_html.txt"
0.414226,"1022789_raw_html.txt"
0.414226,"1022861_raw_html.txt"
0.414226,"102287_raw_html.txt"
0.414226,"1022927_raw_html.txt"
0.414226,"10229_raw_html.txt"
0.661675,"1023023_raw_html.txt"
0.414226,"1023101_raw_html.txt"
0.788297,"1023137_raw_html.txt"
0.435314,"1023185_raw_html.txt"
0.465249,"1023263_raw_html.txt"
0.423785,"1023317_raw_html.txt"
0.44187,"1023323_raw_html.txt"
0.414226,"1023341_raw_html.txt"
0.43811,"1023359_raw_html.txt"
0.599654,"1023365_raw_html.txt"
0.414226,"1023389_raw_html.txt"
0.427325,"1023401_raw_html.txt"
0.414226,"1023485_raw_html.txt"
0.414226,"1023629_raw_html.txt"
0.678788,"1023659_raw_html.txt"
0.367592,"1023707_raw_html.txt"
0.476254,"1023917_raw_html.txt"
0.414226,"1023941_raw_html.txt"
0.474646,"1023959_raw_html.txt"
0.414226,"1024019_raw_html.txt"
0.414226,"1024037_raw_html.txt"
0.288109,"1024169_raw_html.txt"
0.499281,"10241_raw_html.txt"
0.852963,"1024211_raw_html.txt"
0.416993,"1024277_raw_html.txt"
0.414226,"1024343_raw_html.txt"
0.414226,"1024355_raw_html.txt"
0.414226,"1024403_raw_html.txt"
0.466284,"1024409_raw_html.txt"
0.480113,"1024571_raw_html.txt"
0.482383,"102461_raw_html.txt"
0.414226,"1024679_raw_html.txt"
0.414226,"1024769_raw_html.txt"
0.479197,"1024829_raw_html.txt"
0.414226,"1024865_raw_html.txt"
0.414226,"1024877_raw_html.txt"
0.414226,"1024883_raw_html.txt"
0.480523,"1024889_raw_html.txt"
0.414226,"1024919_raw_html.txt"
0.414226,"1024943_raw_html.txt"
0.414226,"1024985_raw_html.txt"
0.5253,"1025069_raw_html.txt"
0.4288,"1025117_raw_html.txt"
0.414226,"1025147_raw_html.txt"
0.510156,"1025153_raw_html.txt"
0.532249,"1025219_raw_html.txt"
0.415427,"1025303_raw_html.txt"
0.414226,"1025321_raw_html.txt"
0.439555,"1025333_raw_html.txt"
0.482064,"1025405_raw_html.txt"
0.415647,"102545_raw_html.txt"
0.439361,"1025525_raw_html.txt"
0.414226,"1025543_raw_html.txt"
0.414226,"1025579_raw_html.txt"
0.414226,"1025591_raw_html.txt"
0.792808,"1025681_raw_html.txt"
0.414226,"1025849_raw_html.txt"
0.462014,"1025897_raw_html.txt"
0.414226,"1025921_raw_html.txt"
0.414226,"1025969_raw_html.txt"
0.414226,"1026107_raw_html.txt"
0.513378,"1026191_raw_html.txt"
0.414226,"1026305_raw_html.txt"
0.414226,"1026431_raw_html.txt"
0.414226,"1026665_raw_html.txt"
0.862483,"1026749_raw_html.txt"
0.414226,"1026785_raw_html.txt"
0.440319,"1026803_raw_html.txt"
0.414226,"1026875_raw_html.txt"
0.416849,"1027013_raw_html.txt"
0.414226,"10271_raw_html.txt"
0.367592,"1027229_raw_html.txt"
0.415427,"1027277_raw_html.txt"
0.533661,"1027283_raw_html.txt"
0.367592,"102731_raw_html.txt"
0.414226,"1027403_raw_html.txt"
0.416993,"1027427_raw_html.txt"
0.445867,"1027475_raw_html.txt"
0.414226,"1027607_raw_html.txt"
0.646468,"1027697_raw_html.txt"
0.414226,"1027703_raw_html.txt"
0.414226,"1027709_raw_html.txt"
0.414226,"1027733_raw_html.txt"
0.670992,"1027775_raw_html.txt"
0.454667,"102779_raw_html.txt"
0.415647,"1027829_raw_html.txt"
0.414226,"1027853_raw_html.txt"
0.516201,"1027913_raw_html.txt"
0.415427,"1027949_raw_html.txt"
0.414226,"1027955_raw_html.txt"
0.414226,"1027997_raw_html.txt"
0.414226,"1028009_raw_html.txt"
0.414226,"1028081_raw_html.txt"
0.499281,"1028117_raw_html.txt"
0.443128,"1028123_raw_html.txt"
0.525797,"1028141_raw_html.txt"
0.437224,"1028147_raw_html.txt"
0.414226,"102815_raw_html.txt"
0.414226,"1028213_raw_html.txt"
0.482463,"1028357_raw_html.txt"
0.495556,"1028459_raw_html.txt"
0.502643,"1028477_raw_html.txt"
0.415754,"102851_raw_html.txt"
0.466512,"1028639_raw_html.txt"
0.740846,"1028723_raw_html.txt"
0.414226,"1028753_raw_html.txt"
0.414226,"1028765_raw_html.txt"
0.414226,"1028903_raw_html.txt"
0.414226,"1028915_raw_html.txt"
0.415427,"1028963_raw_html.txt"
0.414226,"1028975_raw_html.txt"
0.41579,"1028981_raw_html.txt"
0.414226,"1029065_raw_html.txt"
0.44431,"1029161_raw_html.txt"
0.5279,"1029167_raw_html.txt"
0.415189,"1029197_raw_html.txt"
0.414226,"1029239_raw_html.txt"
0.482615,"1029251_raw_html.txt"
0.414226,"1029269_raw_html.txt"
0.477765,"1029401_raw_html.txt"
0.414226,"1029437_raw_html.txt"
0.414226,"1029467_raw_html.txt"
0.414226,"1029527_raw_html.txt"
0.414226,"1029617_raw_html.txt"
0.407915,"1029671_raw_html.txt"
0.414226,"1029755_raw_html.txt"
0.45977,"1029845_raw_html.txt"
0.414226,"1029863_raw_html.txt"
0.499281,"1029899_raw_html.txt"
0.414226,"1029923_raw_html.txt"
0.416993,"1029941_raw_html.txt"
0.503826,"1030007_raw_html.txt"
0.414226,"1030043_raw_html.txt"
0.415427,"103007_raw_html.txt"
0.414226,"1030157_raw_html.txt"
0.554446,"1030181_raw_html.txt"
0.414226,"10301_raw_html.txt"
0.4137,"1030205_raw_html.txt"
0.414226,"1030283_raw_html.txt"
0.414226,"103031_raw_html.txt"
0.576764,"1030355_raw_html.txt"
0.426061,"1030367_raw_html.txt"
0.443091,"1030391_raw_html.txt"
0.414226,"1030487_raw_html.txt"
0.703482,"1030523_raw_html.txt"
0.386746,"1030703_raw_html.txt"
0.505876,"1030739_raw_html.txt"
0.414226,"1030769_raw_html.txt"
0.414226,"1030787_raw_html.txt"
0.415427,"1030823_raw_html.txt"
0.482581,"1030835_raw_html.txt"
0.444573,"1030955_raw_html.txt"
0.414226,"1030967_raw_html.txt"
0.699889,"1031015_raw_html.txt"
0.414226,"1031039_raw_html.txt"
0.415425,"1031045_raw_html.txt"
0.414226,"1031075_raw_html.txt"
0.414226,"103115_raw_html.txt"
0.414226,"1031243_raw_html.txt"
0.869909,"1031291_raw_html.txt"
0.417679,"10313_raw_html.txt"
0.414226,"1031405_raw_html.txt"
0.493974,"1031423_raw_html.txt"
0.461004,"1031453_raw_html.txt"
0.414226,"103145_raw_html.txt"
0.740747,"1031483_raw_html.txt"
0.414226,"1031525_raw_html.txt"
0.414226,"1031549_raw_html.txt"
0.414226,"1031615_raw_html.txt"
0.414226,"1031687_raw_html.txt"
0.645172,"1031717_raw_html.txt"
0.414226,"1031771_raw_html.txt"
0.415189,"103181_raw_html.txt"
0.414226,"1031849_raw_html.txt"
0.414226,"1031921_raw_html.txt"
0.41579,"1031987_raw_html.txt"
0.414226,"1031_raw_html.txt"
0.415427,"1032035_raw_html.txt"
0.478688,"103205_raw_html.txt"
0.514367,"1032137_raw_html.txt"
0.414226,"1032185_raw_html.txt"
0.414226,"103223_raw_html.txt"
0.414226,"1032287_raw_html.txt"
0.414226,"1032293_raw_html.txt"
0.565391,"1032437_raw_html.txt"
0.416084,"103253_raw_html.txt"
0.414226,"1032593_raw_html.txt"
0.683365,"1032659_raw_html.txt"
0.382207,"1032701_raw_html.txt"
0.414079,"1032767_raw_html.txt"
0.775075,"1032893_raw_html.txt"
0.414226,"1032953_raw_html.txt"
0.790971,"1032959_raw_html.txt"
0.414226,"1032971_raw_html.txt"
0.414226,"1033061_raw_html.txt"
0.414226,"1033133_raw_html.txt"
0.644063,"1033271_raw_html.txt"
0.415189,"1033343_raw_html.txt"
0.475464,"1033355_raw_html.txt"
0.415189,"1033361_raw_html.txt"
0.482373,"1033385_raw_html.txt"
0.478017,"1033493_raw_html.txt"
0.500745,"1033523_raw_html.txt"
0.414226,"1033559_raw_html.txt"
0.520786,"1033583_raw_html.txt"
0.414226,"1033589_raw_html.txt"
0.414226,"103373_raw_html.txt"
0.414226,"1033775_raw_html.txt"
0.414226,"103385_raw_html.txt"
0.732297,"1033925_raw_html.txt"
0.414226,"1033997_raw_html.txt"
0.461676,"1034003_raw_html.txt"
0.486314,"1034159_raw_html.txt"
0.414226,"1034183_raw_html.txt"
0.414226,"1034213_raw_html.txt"
0.414226,"1034243_raw_html.txt"
0.723881,"1034327_raw_html.txt"
0.414226,"1034483_raw_html.txt"
0.414226,"1034495_raw_html.txt"
0.414226,"1034507_raw_html.txt"
0.414226,"1034531_raw_html.txt"
0.414226,"1034615_raw_html.txt"
0.415427,"1034633_raw_html.txt"
0.414226,"1034651_raw_html.txt"
0.661205,"1034747_raw_html.txt"
0.496945,"1034789_raw_html.txt"
0.414226,"1034795_raw_html.txt"
0.414226,"1034807_raw_html.txt"
0.5024,"1034879_raw_html.txt"
0.367592,"1034903_raw_html.txt"
0.702408,"1035041_raw_html.txt"
0.435311,"1035047_raw_html.txt"
0.414226,"1035101_raw_html.txt"
0.65954,"1035143_raw_html.txt"
0.708986,"1035167_raw_html.txt"
0.414226,"1035179_raw_html.txt"
0.730237,"1035275_raw_html.txt"
0.414226,"1035305_raw_html.txt"
0.415427,"1035311_raw_html.txt"
0.448582,"1035503_raw_html.txt"
0.414226,"1035557_raw_html.txt"
0.414226,"1035611_raw_html.txt"
0.414226,"1035773_raw_html.txt"
0.414226,"1035803_raw_html.txt"
0.414226,"1035851_raw_html.txt"
0.414226,"1035857_raw_html.txt"
0.414226,"1035887_raw_html.txt"
0.414226,"103589_raw_html.txt"
0.499281,"1035905_raw_html.txt"
0.414226,"1035911_raw_html.txt"
0.453051,"1035953_raw_html.txt"
0.471007,"1035971_raw_html.txt"
0.414226,"1036043_raw_html.txt"
0.414226,"1036085_raw_html.txt"
0.442982,"1036091_raw_html.txt"
0.546092,"1036163_raw_html.txt"
0.414226,"1036223_raw_html.txt"
0.413241,"1036487_raw_html.txt"
0.403396,"1036547_raw_html.txt"
0.414226,"1036637_raw_html.txt"
0.474646,"1036667_raw_html.txt"
0.415754,"103673_raw_html.txt"
0.539222,"1036799_raw_html.txt"
0.349499,"1036811_raw_html.txt"
0.797216,"1036859_raw_html.txt"
0.414226,"1036913_raw_html.txt"
0.414226,"1036949_raw_html.txt"
0.620669,"1037063_raw_html.txt"
0.414226,"1037123_raw_html.txt"
0.415647,"1037153_raw_html.txt"
0.414226,"1037225_raw_html.txt"
0.499281,"1037279_raw_html.txt"
0.527701,"1037333_raw_html.txt"
0.414226,"1037357_raw_html.txt"
0.414226,"1037387_raw_html.txt"
0.414226,"1037489_raw_html.txt"
0.414226,"1037519_raw_html.txt"
0.414226,"1037537_raw_html.txt"
0.500273,"103787_raw_html.txt"
0.414226,"1037915_raw_html.txt"
0.414226,"1037945_raw_html.txt"
0.414226,"1037993_raw_html.txt"
0.415427,"1038101_raw_html.txt"
0.43675,"1038131_raw_html.txt"
0.477605,"1038179_raw_html.txt"
0.440319,"103823_raw_html.txt"
0.417679,"1038287_raw_html.txt"
0.415647,"1038455_raw_html.txt"
0.711687,"1038569_raw_html.txt"
0.414226,"1038581_raw_html.txt"
0.49785,"1038599_raw_html.txt"
0.414226,"1038611_raw_html.txt"
0.499281,"1038701_raw_html.txt"
0.514207,"1038713_raw_html.txt"
0.43847,"1038725_raw_html.txt"
0.410279,"1038755_raw_html.txt"
0.500797,"1038833_raw_html.txt"
0.414226,"1038869_raw_html.txt"
0.414226,"1039103_raw_html.txt"
0.464837,"1039193_raw_html.txt"
0.414226,"1039247_raw_html.txt"
0.423785,"1039253_raw_html.txt"
0.414226,"1039295_raw_html.txt"
0.414226,"1039313_raw_html.txt"
0.455678,"1039343_raw_html.txt"
0.442865,"1039349_raw_html.txt"
0.414226,"1039379_raw_html.txt"
0.414226,"1039439_raw_html.txt"
0.414226,"1039481_raw_html.txt"
0.414226,"1039571_raw_html.txt"
0.458323,"1039649_raw_html.txt"
0.414226,"1039655_raw_html.txt"
0.447181,"1039667_raw_html.txt"
0.43675,"1039685_raw_html.txt"
0.414226,"1039691_raw_html.txt"
0.417679,"1039757_raw_html.txt"
0.477011,"1039775_raw_html.txt"
0.414226,"1039799_raw_html.txt"
0.414226,"1039853_raw_html.txt"
0.42541,"1039877_raw_html.txt"
0.414226,"1039889_raw_html.txt"
0.75144,"1039913_raw_html.txt"
0.414226,"103991_raw_html.txt"
0.415427,"1039931_raw_html.txt"
0.414226,"1039937_raw_html.txt"
0.416849,"1040111_raw_html.txt"
0.414226,"1040195_raw_html.txt"
0.500797,"104021_raw_html.txt"
0.414226,"1040291_raw_html.txt"
0.414226,"1040303_raw_html.txt"
0.414226,"1040351_raw_html.txt"
